Labels,Message
smish,Network operator. The service is free. For visiting T&C 80488.Biz
smish,"The offers of the Samoib members of this week are now accessible. Call Basta 08709501522 for details! Sammob, Pobox 139, La3 2wu. Only £ 1.50/week. Sammob - offers mobile!"
smish,"Don't forget that you can make so many free inquiries with 1stchoice.co.uk as you want. For more information, see 08707808226."
smish,"Here is your reduction code RP176781. To stop other messages, answer stop. www.regalportfolio.co.uk. Customer services 08717205546"
smish,Thank you 4 your support continues your question this week will enter U in2 our £ 100 print in cash. Name the new American president? TXT years at 80082
smish,Regpt 1/3. You asked for a call tone. Your order is pursued ...
smish,"£ 350 can - today's Voda numbers ending xxxx are selected to receive a price of £ 350. If you have a match, please call 08712300220 citing the complaint code 3100 standard rate application"
smish,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv"
smish,"Someone you know asked our appointments service 2 2 contact! I can't guess who? Call 09058097189. Now everyone is announced. POBOX 6, LS15HB 150P"
smish,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
smish,Sports fans: Get the last STR * 2 UR MOBILE 1 WK Sports News Free plus a free txt txt in 8007 www.getzed.co.uk 0870141701216+ standard 4txt / 120p
smish,Urgent! Call 09061743810 from the fixed field. Its abta fragmentary 4 * Tenerife Holiday or # 5000 in cash in SAE T&CS Box 326 CW25WX 150 PPM
smish,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
smish,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
smish,Free for the first week! No1 Nokia Ton 4 Ur Mob Every week only Txt Nokia around 87077 Get Txing and tell your friends. Zed Pobox 36504 W45WQ Norm150p / Ton 16+
smish,500 msg of free text. Just send a message OK to 80488 and we will accredit your account
smish,thesmszone.com allows you to send anonymous and masked free messages ... Somp sure from there .. do you know the abuse potential ???
smish,"Fantasy football is back on your television. Go to Sky Gamestar on Sky Active and play the 250,000 pound Dream Team. The gate starts on Saturday, so register now! Sky Opt Out to 88088"
smish,You are a winner. Have been specially selected.
smish,"Good luck! The draw takes place on February 28 06. Good luck! For elimination, send a stop at 87239 customer services 0870803412"
smish,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
smish,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.
smish,Local married women looking for a discreet action now! 5 True correspondences immediately to your phone. Text correspondence at 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx
smish,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
smish,"URGENT! His mobile phone received a bond of £ 1,500 on 27/06/03. Our last attempt 2 contacts you! Call 08714714011"
smish,"Your credit is now £ 600. The following question: Complete the Landmark Big, A. Bob, B. Barry or C. Ben? Text A, B or C at 83738. Good luck!"
smish,"COND Babe, let me excited, * Turn me *! Txt me your fantasy now small -) I'm warm, sticky and I need you now. All answers cost £ 1.50. 2 Cancel Send Stop"
smish,Collect its Valentine's weekend to Paris Inc Flight & Hotel + Award of £ 200 guaranteed! Text: Paris Al No: 69101. www.rtf.Sphosting.com
smish,"Six possibilities to win cash! From 100 to 20,000 pounds TXT> CSH11 and sends to 87575."
smish,XCUSIVE@Clubsaii 2Morow 28/5 Soiree Special Zouk with Nichols in Paris. Free roses 2 all women !!! Information: 07946746291/07880867867
smish,Ghent! We try to contact you. Last at the weekend they are characterized by the fact that you have guaranteed a £ 1000 price. Call 09064012160. Temporary code K52. Only valid for 12 hours. 150ppm
smish,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
smish,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
smish,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
smish,Soon you will receive the Triple Echo tone this week. Enjoy it!
smish,"Hello from orange. For a month to play free access, messages and sports as well as 10 free texts and 20 photographic messages answer yes. The conditions apply: www.orange.co.uk/ow"
smish,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
smish,Someone converted our dating service and entered their phone because they would like them!
smish,Do you want to be laid tonight? Do you want real dogging locations that are sent directly to 2 UR MOB? Join the largest dog network in Great Britain by moaning to 698888nyt. EC2A. 31p.msg@150p
smish,Sunshine quiz wkkly q! Win a Top -Sony -DVD player when you know which country Liverpool played in the middle of week? Txt Ansr to 82277. £ 1.50 SP: Tyrone
smish,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
smish,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
smish,Urgent! Call 09061213237 from the fixed field. £ 5000 in cash or a 4* luxury vacation collection of the Canary Islands. T&CS SAE PO Box 177. M227XY. 150ppm. 16+
smish,We tried to contact you with your response to our offer of a 750 phone video every time you network minS Half Line Rental Camter Reply or call 08000930705
smish,"Christmas and New Year's tickets are now on sale from the club, from 10 a.m. to 8 p.m., and Thursday, Fri and Saturday evening this week. They sell quickly!"
smish,"Free2day Sexy Sext St St George Days Days De Jordan! TXT PIC A 89080 Do not miss, so every week a Saucica celebrity! 4 Other photos C Pascabe.co.uk 0870241182716 £ 3/wk"
smish,Hi. Customer loyalty offer: the new Nokia6650 mobile from only £ 10 at TXTAUT! TXT Word: Start no: 81151 and get yours now! 4T & CTXT TC 150P / MTMSG
smish,Natalie (20/f) invites you to be her friend. Answer JA-165 or NO-165 See you: www.sms.ac/u/natalie2k9 stop? Send Stop Frnd to 62468
smish,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
smish,You will receive a Sipix digital camera! Call 09061221061 from the landline. Delivery within 28 days. T CS Box177. M221BP. 2 -year guarantee. 150ppm. 16. P p P £ 3.99
smish,"Today's Voda numbers that end 5226 are selected to get a price? 350. If you have a match, please call 08712300220"
smish,"Get a free film for mobile video players. To collect text, go to 89105. It's free! Additional films T and C. Only 18 years can be ordered"
smish,Camera - you will receive a Sipix digital camera! Call at 09061221066 FROM fixed network. Delivery within 28 days.
smish,"Hi, this is Amy, we will send you a free phone number in a couple of days, which will give you access to all adult parties ..."
smish,"Important information 4 users orange. Today is your lucky day! 2, why connect http://www.urawinner.com a fantastic surprise that is waiting for you!"
smish,Text pass to 69669 to collect their polyphonic ringtones. Normal GPRS fees only apply. Enjoy your tones
smish,"SMS. AC JSCO: Energy is high, but you may not know where it is 2 of computer science. 2 days your strong leadership r skills. Psychic? Answer years with question. END? Respond to JSCO"
smish,No 1 polyphonic tone 4 Ur Mob every week! Just TXT PT2 at 87575. 1st free! So get Txtin now and tell your friends. 150p / tone. 16 Reply HL 4info
smish,"Download as many calls as you without restrictions, 1000s 2 choose. You can even send to 2 years. TXT LORD A 80082 £ 3"
smish,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
smish,We tried to receive your response to our offer of a new Nokia Fone and video cameras -hit -hit or 08000930705 for delivery
smish,Missed call alert. These numbers called but left no message. 07008009200
smish,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
smish,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
smish,Come torn! Get your mobile content from www.clubmoby.com Call 08717509990 Poles/True/Pix/ringtones/games six downloads for only 3
smish,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
smish,"Savamob membership offers are now accessible this week. Just call 08709501522 for details! Savamob, Pobox 139, La3 2wu. Only £ 1.50/week. Savamob - offers cell phone!"
smish,"SMS services. For your inclusive text credits, PLS Goto www.comuk.net Login = ***** Cancel the registration with stop. No additional cost. Help: 08700469649. Po box420. IP4 5WE"
smish,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
smish,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
smish,Do we try to communicate with you with your answer to our offer of a video phone? 750 networks at any time MINS? Unlimited text? Video camera? Answer or call 08000930705 now
smish,"You are a winner U has been specially selected to receive £ 1,000 in cash or a 4 * Holiday (included) speaks with an operator 2 operator live 2,087127810810"
smish,Did he have his mobile 11 months? Update free for the latest mobile cameras and unlimited calls on weekends. Call Mobile UPD8 in FreeFone 08000839402 or 2stoptx
smish,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
smish,"Your unique user ID is 1172. For withdrawal, send a stop at 87239 customer service 0870803412"
smish,"This MSG is rejected by its mobile order as a base, because the previous attempt has been failed due to the requests for network error to customer@netvision.uk.com"
smish,"Not heard from U4 for a while. Call 4 rude chat private line 01223585334 to cum. Wan 2c pictures of me, Getin Shagged, then text pix up to 8552. 2end send stop 8552 sam xxx"
smish,"Urgent! Please call 09061213237 from a fixed line. £ 5,000 in cash or a collection of 4 *expectations. Postal box T & CS SAE 177 M227xy. 16+"
smish,YEAH! The only place in the city that knows the exciting singles for adults is now in the United Kingdom. Txt chat with 86688 now! 150p/msg.
smish,"Sunshine Hols. To claim your medical festival, send a self -stamped on self -stamped on the United Kingdom in the United States, Casella Posta 113, Bray, Wicklow, Eire. The questionnaire begins on Saturday! Arrest"
smish,"Call our customer service representative at 0800 169 6031 between 10 a.m. and the 9 p.m., since it has won a guaranteed prize of £ 1000 in cash or £ 5000!"
smish,His credits were overcome for http://www.bubletext.com. His renewal is TGXXRZ
smish,The current main offer is 151. To stop this auction sends. Customer Service: 08718726270
smish,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
smish,Today's Vodafone numbers ending with 4882 are selected to receive a prize of £ 350. If your number corresponds to 09064019014 to receive your price from £ 350.
smish,Free2day Sexy St. George's Day Image by Jordan!
smish,83039 62735 = £ 450 RUPTURE ACCOMMODATION OF THE UNITED KINGDOM FOR TERMS AND CONDITIONS. 2 Safe must provide your complaint number 15541
smish,"09066362231 urgent! Your mobile phone no 07xxxxxxxxx won a bonus prize from £ 2,000 on 02/06/03! This is the second attempt to reach you! Call 09066362231 ASAP!"
smish,"Free admission to GR8Prizes Wkly Comp 4 A possibility of winning the last nokia 8800, PSP or £ 250 in cash Each WK.TXT Fantastic at 80878 http // www.gr8prizes.com 08715705022"
smish,"Urgent! Call the number 09066612661 from your fixed network, your holiday to the 4* Lux Costa del Sol complement or the collection of £ 1000 in cash. PPM 150 SAE T & CS James 28, Eh74RR"
smish,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
smish,Warner Village 83118 C Colin Farrell in Swat this wkend @warner Village & Get 1 Med. Popcorn! Simply display msg+tickket@kiosk.valid 4-7 / 12. C T & C @Kiosk. Respond to Sony 4 MRE film offers
smish,PRIVATE! Your 2003 report statement shows 800 not reduced S.I.M. Needles Call 08718738001 Identifier Code: 49557 expires on 11/26/04
smish,"Hi, 2 nights your lucky night! You have been invited 2 xchat, the most unbridled chat! TXT Chat at 86688 now! 150p/msgrcvdhg/suite342/2nd/row/w1j6hl ldn 18Yrs"
smish,You are a winner where you have been selected specifically to receive £ 1 or £ 2000. Talk to a live operator to receive a call to 087147123779-7pm. Cost 10p
smish,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
smish,"Double mins and 1000 txts in orange rates. Last Motorola, Sonyicsson and Nokia with Free Bluetooth! Call Mobileupd8 at 08000839402 or call"
smish,-PS Stop Bootydelius (32/F) is inviting you to be her friend. Reply yes-434 or no-434 See them: www.sms.ac/u/bootydelious stop? Send STOP FRND to 62468
smish,"TBS/Perolvo. I have followed 3 pounds since September, which has not paid thanks to her information now. We will ignore them. Catholic Manchester."
smish,Fantasies of Live Hot now 08707500020 Sol
smish,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
smish,1st week for free! Gr8 toni str8 2 u every week. Txt Nokia on 8007 for classic tones nokia or hit on 8007 for Polys. Nokia/150p Poli/200p 16+
smish,Urgent! Please call 09061743810 from the fixed line. Your complementary ABTA 4 * Tenerife Holiday or # 5000 Cash Await SAE T&CS Box 326 CW25WX 150 PPM
smish,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
smish,network operator. The service is free. For T & C's visit 80488.biz
smish,"Please call 09066612661 from the landline. £ 5000 bar or luxury 4* Canary Islands on vacation await the collection. T&CS Sae Award. 20m12aq. 150ppm. 16+ \"""
smish,URGENT! We try to turn to contact U. Heuse education that you have guaranteed to win a price of £ 2000. Call 09066358361 from the land line. Claim y87. Only valid for 12 hours
smish,Quiz Sunshine! Win a super Sony DVD recorder if you are able to make the capital of Australia? Text mquiz up to 82277. B
smish,"Win: We have a winner! Mr. T. Foley won an iPod! Soon more exciting awards, so watch your mobile or visit www.win-82050.co.uk"
smish,"Hi Si Ur Lookin 4 Saucy Daytime Fun Wiv Wiv Woman Married, I'm free all next week Chat now 2 Time Time 090999726429 Janinexx calls £ 1 / MinmobsmorelkPox177H1FL"
smish,"This is the second time we have tried 2 contact with the U. wins the price of 750 pounds. 2 claim is simple, call 08712101358 now! Only 10p per min. BT National Rate"
smish,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
smish,8007 free for the first week! No1 nokia ton 4 ur Mob every week only txt nokia at 8007 get txting and say colleagues www.Ged.co.uk POBX 36504 W4 5WQ Standard 150p/tone 16 ++
smish,URGENT! We are trying to contact the educational shows of U. Today that you have guaranteed that you have won a price of £ 800. Call 09050001808 from the land line. Claim M95. Gerage 12 hours
smish,Important information message for O2 users. Today is your lucky day! 2 Discover why it is recorded at http://www.urawinner.com. It is a fantastic surprise that you expect
smish,"They were selected to stay in 1 of the 250 main British hotels, for nothing! Value vacations of £ 350! To claim, call London 02072069400. BX 526, SW73SS"
smish,Was he 10 months mobile? Update of the latest telephone numbers with orange camera/video for free. Save £ s with free weekend calls/calls. Text message Yes for a call return Orno to choose not to participate
smish,"Urgent! Call 09066350750 from the fixed network. It is his free festive 4* Ibiza or 10,000 in cash in cash SAE T&C Po Box 434 SK3 8WP 150 PPM 18+"
smish,"Have you heard of the new \""Barbie divorce\""? Comes with all Ken's things!"
smish,Adult content 18 Your video will be with you shortly
smish,"Win: We have a winner! Mr. T. Foley won an iPod! The most exciting awards, then look at your mobile phone or visit www.win-82050.co.uk"
smish,"You have won a Nokia 6230 and a free digital camera. You get that when you win our free auction. To take part in Nokia, send 83383. Pobox114/14tcr/W1 16"
smish,"URGENT! His mobile did not receive a bonus call price of £ 2,000 on 08/08/03! This is our second attempt to contact him! Call 0871-4719-523 BOX95QUE BT National Rate"
smish,"It has guaranteed £ 1,000 or a price of £ 2000."
smish,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
smish,Do you want explicit sex in 30 seconds? Ring 02073162414 now! Costs 20p / min
smish,Enjoy the Jamster Videosound Gold Club with your credits for 2 new videos+2 logos+Musicnews! Have fun by jamster.co.uk! 16+only help? Call: 09701213186
smish,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
smish,Go 2 www.cnupdates.com/newsletter to check and keep the fantastic deck of the N-Gage games with Club Nokia. Cancel the registration from the communications with the word
smish,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
smish,"Did he have his mobile contract for 11 months? Last Motorola, Nokia etc. All for free! Double minutes and text to orange rates. SMS message yes for call back, not to be deleted from data records"
smish,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
smish,"This is the second time we tried 2 contacted. You won the 750 pound prize. 2 affirmation is easy, call 08718726970! Only 10 p at the min. BT-National-Rooms"
smish,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
smish,"You have a secret admirer who is looking for 2 contact with U-find out out who r*, whoever believes that you are so special under 09058094594"
smish,Hello. Customer loyalty offer: the new Nokia6650 -Handy from only £ 10 at Txtaut! Txt Word: Start No.: 81151 and get yours now! 4T & CTXT TC 150P / MTMSG
smish,PRIVATE! Its 2004 account status for 078498 **** 7 Sams 786 not redeemed bonus points. To claim call 08719180219 Identifier Code: 45239 Expira 06.05.05
smish,Marvel Mobile is playing the Official Ultimate Spider-Man game (£ 4.50) on your mobile right now. Spider text at 833338 for the game and we will send you a free 8ball wallpaper
smish,"You won! As an estimated customer of Vodafone, our computer selected it to earn a price of £ 150. It is easy to collect. Just call 09061743386"
smish,Splashmobile: Choose from thousands of GR8 tones every week! It is an abition service with weekly tones costing 300p. You have a credit - back and enjoy
smish,"Today's Voda numbers ending 5226 are selected to receive a prize? 350. If you have a match, please call 08712300220 citing complaint code 1131 Standard rate application"
smish,"Sunshine stations. To claim, send a stamp to the drinks in the USA in Great Britain, Postfach 113, Bray, Wicklow, Eire. Quiz starts Saturday! Ours stop"
smish,XClusive @ Clubsaisai 2Morow 28/5 SOIREE SPECIALE ZOUK with Nichols de Paris. Free roses 2 All women !!! Info: 07946746291/07880867867
smish,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
smish,"Freemsg, why haven't you responded to my text? I am Randy, sexy, woman and living local. I love knowing about you. Netcollex Ltd 08700621170150p By msg answer stop to finish"
smish,4 million dollars at half price and latest free 4 camera phones. Did you have your phone 11 million? Call MobileSdirectt for free at 08000938767 to update now! Or2stoptxt
smish,"GR8 POLY TONES 4 ALL DIRECT 2U RPLY MOBS WITH A POLI TITLE IN 8007, for example, Poly Breathing1"
smish,"WAN2 Win a meeting+greeting with Westlife 4 U or an M8? Are they currently on which tour? 1) Unbreakble, 2) UNTAMED, 3) Unsekempt. Text from 1.2 or 3 to 83049. Cost 50p +std text"
smish,Urgent ur 500 £ 500 The guaranteed price is not constant! Call 09066368327 now Closingdate04/09/02 M39M51 Relevant £ 1.50pmmoromobile2bremove-MobyPobox734LS27YF
smish,Freemsg: do you like a flirt? Answer date now and join the service of faster mobile appointments UKS growth. MSGS RCVD alone 25P to opt for TXT STOP A 83021. Reply date now!
smish,"Do you want a new video phone? 600 At any time, a minimal 400 network, including video calls and downloads 5 per week for free"
smish,Do you want a new video phone? 750 At any time any network MINS? Free midline rental text for 3 months? Answer or call 08000930705 for free delivery
smish,URGENT! We are trying to communicate with today's raffle programs that has won a guaranteed £ 800 prize. Call 09050001808 from the fixed line. M95 claim. Valid12 hours only
smish,Do you want a new video phone? 600 at any time on any MINSS 400 inclusive video calls and downloads 5 per week Deltomorow Free Call 0800288812 or respond now now
smish,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
smish,Our mobile number won £ 5000 to recall or recover hotline on 09050005321.
smish,"OU are guaranteed the latest Nokia phone, a 40 GB MP3 player or a £ 500 award! Txt Word: Collect to No: 83355! Ibhltd LDNW15H 150P/MTMSGRCVD18"
smish,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
smish,"Sms. AC JCO: the energy is high, but you may not know where it is 2 of computer science. 2 days your strong leadership skills r. Psychic? Answer years with the question. END? Answer to jco"
smish,88066 from 88066 Help 3poundesie
smish,"Cher Matthew, please call 090634440451 from a fixed line, your free 4 * lux or £ 1,000 lux or £ 1,000 vacation. PPM150 SAE T&CS Box334 SK38XH."
smish,Santa Claus! Do your little ones like a call from Santa Claus Eve? Call 09077818151 to book time. Call1.50pm Last 3 minutes 30s T&C www.santacalling.com
smish,"Finally summers here! Do you feel like a talk or flirt with sexy singles in their area? To match, only summer now. Free 2 join. OPTOUT TXT STOP HELP 08714742804"
smish,PRIVATE! Your account declaration of 2003 for 07753741225 shows 800 points S. I. M. not reissued. Call 08715203677
smish,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
smish,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
smish,"Hello, I'm a dream. I am 20 years old and I work like LaPdancer. I love sex. Send me a live text message, now I'm my room. Text Sue in 89555. By Textperator G2 1DA 150ppmsg 18+"
smish,Our new mobile music service is now live. The free music reader will arrive shortly. Just install on the phone to browse content from the best artists.
smish,You gave a break from the city and could win a summer shopping spree of £ 200 every week. Txt Store at 88039. Skilgme. TSCS087147403231WINAWK! Age16 £ 1.50PERWKSUB
smish,"You have been contacted by our appointment service by someone you know! To find out who he is, he calls from a terrestrial line 09050000878. POBOX45W2TG150P"
smish,"You have won TKTS at the Euro2004 or £ 800 cup final in cash, to collect the call 0905809801 B4190604, POBOX 7876150PM"
smish,"Rock yr chik. Get hundreds of dirty movies and xxx photos on your phone now. RPLY FILTH at 69669. SARISTAR LTD, E14 9YT 08701752560. 450p per 5 days. Stop2 Cancel"
smish,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
smish,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
smish,"As a valuable customer, I am happy to be able to tell you that after the recent review of your mafia no. A bonus price of £ 1500 call 09066664589"
smish,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
smish,Do you want a new Nokia 3510i phone to be delivered tomorrow? With 200 minutes free for any mobile + 100 free text + free response or call 8000930705
smish,RCT 'THNQ Adrian for U Text. RGDS Vatian
smish,"Valentine's Day special! Win more than £ 1,000 in our quiz and bring your partner to the trip of a lifetime! Send now to 83600. 150p/msg RCVD. Resolution: 08718720201."
smish,Housewives bored! Chat and date now! 0871750.77.11! BT-National Tasso 10p/min only from fixed organizations!
smish,This is the 2nd time that we have tried to contact you. U have won the price of £ 1450 to simply pretend to call 09053750005 B4 310303. T&CS / STOP SMS 08718725756. 140 ppm
smish,Your calling service has changed! 25 free credits! Go to Club4Mobiles.com to choose content now! Arrest? TXT Club Palta at 87070. 150p/WK Club4 Po Box1146 MK45 2Wt
smish,"Today's Vodafone numbers ending with 0089 (my last four digits) are selected to receive a prize of £ 350. If your number corresponds, call the number 0906342151 to request the £ 350 prize"
smish,"URGENT! Your cell phone no received a bonus call prize of £ 2,000 on August 8th, 2003! This is our 2nd attempt to contact you! Call 0871-4719-523 Box95qu Bt National Rate"
smish,"Hi guys. Would you like Hot XXX images to have sent your phone 2 directly? Txt porn up to 69855, 24 hours free and then only 50p a day. To stop the StopBCM SF WC1N3XX text"
smish,U are subscribed to the best mobile content service in Great Britain for 3 £ 10 days until you send the stop at 82324. Hélpline 08706091795
smish,Sinkine maybe Wkly Q! Does a Sony DVD player win if you know which country Liverpool played in mid -week? TXT ANSR A 82277. £ 1.50 sp: Tyrone
smish,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
smish,"URGENT! You have won a free one week subscription to our £ 100,000 price jackpot! TXT The word: complaint at no: 81010 T&C www.dbuk.net lccltd pobox 4403ldnw1a7rw18"
smish,"Currently, the cash balance sheet is currently £ 500 to maximize your species now if you now only send only 866888888 150p / msg. CC: 08718720201 Postfach 114/14 TCR / W1"
smish,From next month up to 50% further calls
smish,"TDDNewsletter@emc1.co.uk (more Thedailydraw games) dear Helen, dozens of free games - with great prices with .."
smish,PRIVATE! His state of the 2004 account for 078498 **** 7 Sams 786 not redeemed bonus points. To request calls 08719180219 Identify Code: 45239 ECAPA 06.05.05
smish,"Sms. AC Sun0819 Post Bye: \""I'm cute, I wanted to greet. Hi !!!\"" Stop? Send stop to 62468"
smish,"Today's Voda numbers ending 7548 are selected to receive a prize of $ 350. If you have a match, please call 08712300220 citing the Code 4041 standard application rate"
smish,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
smish,Banneduk text at 89555 to see! Cost of 150p Textperator G696ga 18+ XXX
smish,"Free entry in 2 a wkly comp to win the last Copa FA TKTS May 21, 2005. Text FA in 87121 to receive the entry issue (TXT STD rate) Apply 084528100755518"
smish,"Call 0909090900040 and listen to Extreme Dirty Live Cat in progress in the office at the moment, Total confidentiality no one knows your [sic] listening 60p min 24 / 7MP 08707533318++"
smish,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
smish,"The free calling text first to 87131 for a poli or text, reaches 87131 for a true tone! Aid? 0845 2814032 16 After the free 1st, the tones are 3x £ 150pw to e £ nd txt stop"
smish,"Urgent! Please call 0906346330. Your ABTA COMPENTARY 4 * Holidays Spanish or £ 10,000 in cash Help SAE T&C BOX 47 PO19 2ez 150ppm 18+"
smish,"XXXMOBLEMOVIECUB: To use the credit, click on the WAP connection in the next TXT message or click here >> http: // WAP. Xxxmobilemovieclub.com?n=qjkgighjjgcbl"
smish,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
smish,"SMS auction you have won a Nokia 7250i. You get it when you win our free auction. To participate in Nokia, now send Nokia to 86021. HG / Suite342 / 2Lands ROW / W1JHL 16+"
smish,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
smish,Win a £1000 cash prize or a prize worth £5000
smish,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
smish,Dear holder of the coupon 2 claims your first class airport room when using your vacation coupon call 08704439680. When reserving the appointment of the first class X 2
smish,I would like to tell you my deepest fantasies. Call me 09094646631 only 60p/min. To stop the texts call 08712460324 (NAT rate)
smish,"Free entry of 1,1 week 2 TextPod 4 a Luck 2 Win 40 GB iPod or £ 250 in cash per week. TXT -POD at 84128 TS & CS www.textpod.net Custcare 08712405020."
